a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
3507,8127,callingcard,LOOT_DEC_CC_27,cc_dec_cursed_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E6E,,,loot,0,,0,0,,,,1,,,em_bg_cursed_04,275,0,LootDrop1,
3508,8128,callingcard,LOOT_DEC_CC_28,cc_dec_cursed_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E6F,,,loot,0,,0,0,,,,1,,,em_bg_cursed_05,275,0,LootDrop1,
3561,8181,callingcard,LOOT_DEC_CC_45,cc_dec_cursed_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002252,,,loot,0,,0,0,,,,2,,,em_bg_cursed_06,775,0,LootDrop1,
3583,8203,callingcard,LOOT_DEC_CC_54,cc_dec_cursed_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263A,,,loot,0,,0,0,,,,3,,,em_bg_cursed_07,1300,0,LootDrop1,
4270,8890,callingcard,LOOT_DEC_CC_REWARD_02,cc_dec_cursed_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C672,,,reward,0,,0,0,,,,0,,,em_bg_reward_cursed,3950,0,LootDrop1,
3445,8065,callingcard,LOOT_DEC_CC_08,cc_dec_deep_end_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A88,,,loot,0,,0,0,,,,0,,,em_bg_deep_end_01,165,0,LootDrop1,
3446,8066,callingcard,LOOT_DEC_CC_09,cc_dec_deep_end_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A89,,,loot,0,,0,0,,,,0,,,em_bg_deep_end_02,165,0,LootDrop1,
3509,8129,callingcard,LOOT_DEC_CC_29,cc_dec_deep_end_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E70,,,loot,0,,0,0,,,,1,,,em_bg_deep_end_03,275,0,LootDrop1,
3510,8130,callingcard,LOOT_DEC_CC_30,cc_dec_deep_end_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E71,,,loot,0,,0,0,,,,1,,,em_bg_deep_end_04,275,0,LootDrop1,
3511,8131,callingcard,LOOT_DEC_CC_31,cc_dec_deep_end_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E72,,,loot,0,,0,0,,,,1,,,em_bg_deep_end_05,275,0,LootDrop1,
3562,8182,callingcard,LOOT_DEC_CC_46,cc_dec_deep_end_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002253,,,loot,0,,0,0,,,,2,,,em_bg_deep_end_06,775,0,LootDrop1,
3584,8204,callingcard,LOOT_DEC_CC_55,cc_dec_deep_end_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263B,,,loot,0,,0,0,,,,3,,,em_bg_deep_end_07,1300,0,LootDrop1,
4271,8891,callingcard,LOOT_DEC_CC_REWARD_03,cc_dec_deep_end_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C673,,,reward,0,,0,0,,,,0,,,em_bg_reward_deep_end,3950,0,LootDrop1,
3447,8067,callingcard,LOOT_DEC_CC_10,cc_dec_gravedigger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8A,,,loot,0,,0,0,,,,0,,,em_bg_gravedigger_01,165,0,LootDrop1,
3448,8068,callingcard,LOOT_DEC_CC_11,cc_dec_mechanized_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8B,,,loot,0,,0,0,,,,0,,,em_bg_mechanized_01,165,0,LootDrop1,
3449,8069,callingcard,LOOT_DEC_CC_12,cc_dec_mechanized_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8C,,,loot,0,,0,0,,,,0,,,em_bg_mechanized_02,165,0,LootDrop1,
3512,8132,callingcard,LOOT_DEC_CC_32,cc_dec_mechanized_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E73,,,loot,0,,0,0,,,,1,,,em_bg_mechanized_03,275,0,LootDrop1,
3513,8133,callingcard,LOOT_DEC_CC_33,cc_dec_mechanized_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E74,,,loot,0,,0,0,,,,1,,,em_bg_mechanized_04,275,0,LootDrop1,
3514,8134,callingcard,LOOT_DEC_CC_34,cc_dec_mechanized_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E75,,,loot,0,,0,0,,,,1,,,em_bg_mechanized_05,275,0,LootDrop1,
3565,8185,callingcard,LOOT_DEC_CC_49,cc_dec_mechanized_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002256,,,loot,0,,0,0,,,,2,,,em_bg_mechanized_06,775,0,LootDrop1,
3585,8205,callingcard,LOOT_DEC_CC_56,cc_dec_mechanized_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263C,,,loot,0,,0,0,,,,3,,,em_bg_mechanized_07,1300,0,LootDrop1,
4274,8894,callingcard,LOOT_DEC_CC_REWARD_04,cc_dec_mechanized_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C676,,,reward,0,,0,0,,,,0,,,em_bg_reward_mechanized,3950,0,LootDrop1,
3450,8070,callingcard,LOOT_DEC_CC_13,cc_dec_royal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8D,,,loot,0,,0,0,,,,0,,,em_bg_royal_01,165,0,LootDrop1,
3451,8071,callingcard,LOOT_DEC_CC_14,cc_dec_royal_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8E,,,loot,0,,0,0,,,,0,,,em_bg_royal_02,165,0,LootDrop1,
3515,8135,callingcard,LOOT_DEC_CC_35,cc_dec_royal_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E76,,,loot,0,,0,0,,,,1,,,em_bg_royal_03,275,0,LootDrop1,
3516,8136,callingcard,LOOT_DEC_CC_36,cc_dec_royal_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E77,,,loot,0,,0,0,,,,1,,,em_bg_royal_04,275,0,LootDrop1,
3517,8137,callingcard,LOOT_DEC_CC_37,cc_dec_royal_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E78,,,loot,0,,0,0,,,,1,,,em_bg_royal_05,275,0,LootDrop1,
3566,8186,callingcard,LOOT_DEC_CC_50,cc_dec_royal_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002257,,,loot,0,,0,0,,,,2,,,em_bg_royal_06,775,0,LootDrop1,
3586,8206,callingcard,LOOT_DEC_CC_57,cc_dec_royal_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263D,,,loot,0,,0,0,,,,3,,,em_bg_royal_07,1300,0,LootDrop1,
4277,8897,callingcard,LOOT_DEC_CC_REWARD_05,cc_dec_royal_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C679,,,reward,0,,0,0,,,,0,,,em_bg_reward_royal,3950,0,LootDrop1,
3452,8072,callingcard,LOOT_DEC_CC_15,cc_dec_scorpion_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A8F,,,loot,0,,0,0,,,,0,,,em_bg_scorpion_01,165,0,LootDrop1,
3453,8073,callingcard,LOOT_DEC_CC_16,cc_dec_super_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A90,,,loot,0,,0,0,,,,0,,,em_bg_super_01,165,0,LootDrop1,
3454,8074,callingcard,LOOT_DEC_CC_17,cc_dec_super_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A91,,,loot,0,,0,0,,,,0,,,em_bg_super_02,165,0,LootDrop1,
3518,8138,callingcard,LOOT_DEC_CC_38,cc_dec_super_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E79,,,loot,0,,0,0,,,,1,,,em_bg_super_03,275,0,LootDrop1,
3519,8139,callingcard,LOOT_DEC_CC_39,cc_dec_super_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E7A,,,loot,0,,0,0,,,,1,,,em_bg_super_04,275,0,LootDrop1,
3520,8140,callingcard,LOOT_DEC_CC_40,cc_dec_super_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E7B,,,loot,0,,0,0,,,,1,,,em_bg_super_05,275,0,LootDrop1,
3567,8187,callingcard,LOOT_DEC_CC_51,cc_dec_super_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002258,,,loot,0,,0,0,,,,2,,,em_bg_super_06,775,0,LootDrop1,
3587,8207,callingcard,LOOT_DEC_CC_58,cc_dec_super_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263E,,,loot,0,,0,0,,,,3,,,em_bg_super_07,1300,0,LootDrop1,
4280,8900,callingcard,LOOT_DEC_CC_REWARD_06,cc_dec_super_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C67C,,,reward,0,,0,0,,,,0,,,em_bg_reward_super,3950,0,LootDrop1,
3455,8075,callingcard,LOOT_DEC_CC_18,cc_dec_warfighter_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A92,,,loot,0,,0,0,,,,0,,,em_bg_warfighter_01,165,0,LootDrop1,
3456,8076,callingcard,LOOT_DEC_CC_19,cc_dec_warrior_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A93,,,loot,0,,0,0,,,,0,,,em_bg_warrior_01,165,0,LootDrop1,
3457,8077,callingcard,LOOT_DEC_CC_20,cc_dec_warrior_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001A94,,,loot,0,,0,0,,,,0,,,em_bg_warrior_02,165,0,LootDrop1,
3521,8141,callingcard,LOOT_DEC_CC_41,cc_dec_warrior_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E7C,,,loot,0,,0,0,,,,1,,,em_bg_warrior_03,275,0,LootDrop1,
3522,8142,callingcard,LOOT_DEC_CC_42,cc_dec_warrior_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E7D,,,loot,0,,0,0,,,,1,,,em_bg_warrior_04,275,0,LootDrop1,
3523,8143,callingcard,LOOT_DEC_CC_43,cc_dec_warrior_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E7E,,,loot,0,,0,0,,,,1,,,em_bg_warrior_05,275,0,LootDrop1,
3568,8188,callingcard,LOOT_DEC_CC_52,cc_dec_warrior_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002259,,,loot,0,,0,0,,,,2,,,em_bg_warrior_06,775,0,LootDrop1,
3588,8208,callingcard,LOOT_DEC_CC_59,cc_dec_warrior_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100263F,,,loot,0,,0,0,,,,3,,,em_bg_warrior_07,1300,0,LootDrop1,
4282,8902,callingcard,LOOT_DEC_CC_REWARD_07,cc_dec_warrior_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C67E,,,reward,0,,0,0,,,,0,,,em_bg_reward_warrior,3950,0,LootDrop1,
3502,8122,callingcard,LOOT_DEC_CC_22,cc_dec_assassin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1001E69,,,loot,0,,0,0,,,,1,,,em_bg_assassin_01,275,0,LootDrop1,
3563,8183,callingcard,LOOT_DEC_CC_47,cc_dec_gunslinger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002254,,,loot,0,,0,0,,,,2,,,em_bg_gunslinger_01,775,0,LootDrop1,
3649,8269,charactercamo,LOOT_DEC_CCAMO_01,ccamo_dec_assassin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C1,,,loot,0,,0,0,,,,0,,,ccamo_assassin,275,0,LootDrop1,
3669,8289,charactercamo,LOOT_DEC_CCAMO_11,ccamo_dec_battle_worn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DA9,,,loot,0,,0,0,,,,1,,,ccamo_battleworn,460,0,LootDrop1,
3685,8305,charactercamo,LOOT_DEC_CCAMO_16,ccamo_dec_cliffhanger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1004191,,,loot,0,,0,0,,,,2,,,ccamo_cliffhanger,775,0,LootDrop1,
3670,8290,charactercamo,LOOT_DEC_CCAMO_12,ccamo_dec_competitor_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DAA,,,loot,0,,0,0,,,,1,,,ccamo_competitor,460,0,LootDrop1,
3650,8270,charactercamo,LOOT_DEC_CCAMO_02,ccamo_dec_forward_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C2,,,loot,0,,0,0,,,,0,,,ccamo_fo_01,275,0,LootDrop1,
3651,8271,charactercamo,LOOT_DEC_CCAMO_03,ccamo_dec_forward_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C3,,,loot,0,,0,0,,,,0,,,ccamo_fo_02,275,0,LootDrop1,
3652,8272,charactercamo,LOOT_DEC_CCAMO_04,ccamo_dec_forward_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C4,,,loot,0,,0,0,,,,0,,,ccamo_fo_03,275,0,LootDrop1,
3671,8291,charactercamo,LOOT_DEC_CCAMO_13,ccamo_dec_forward_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DAB,,,loot,0,,0,0,,,,1,,,ccamo_fo_04,460,0,LootDrop1,
3691,8311,charactercamo,LOOT_DEC_CCAMO_17,ccamo_dec_forward_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1004579,,,loot,0,,0,0,,,,3,,,ccamo_fo_05,2150,0,LootDrop1,
3653,8273,charactercamo,LOOT_DEC_CCAMO_05,ccamo_dec_gravedigger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C5,,,loot,0,,0,0,,,,0,,,ccamo_gravedigger,275,0,LootDrop1,
3654,8274,charactercamo,LOOT_DEC_CCAMO_06,ccamo_dec_gunslinger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C6,,,loot,0,,0,0,,,,0,,,ccamo_gunslinger,275,0,LootDrop1,
3692,8312,charactercamo,LOOT_DEC_CCAMO_18,ccamo_dec_omsk_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100457A,,,loot,0,,0,0,,,,3,,,ccamo_kamchatka,2150,0,LootDrop1,
3655,8275,charactercamo,LOOT_DEC_CCAMO_07,ccamo_dec_scorpion_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C7,,,loot,0,,0,0,,,,0,,,ccamo_scorpion,275,0,LootDrop1,
3656,8276,charactercamo,LOOT_DEC_CCAMO_08,ccamo_dec_special_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C8,,,loot,0,,0,0,,,,0,,,ccamo_sf_01,275,0,LootDrop1,
3657,8277,charactercamo,LOOT_DEC_CCAMO_09,ccamo_dec_special_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039C9,,,loot,0,,0,0,,,,0,,,ccamo_sf_02,275,0,LootDrop1,
3658,8278,charactercamo,LOOT_DEC_CCAMO_10,ccamo_dec_special_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039CA,,,loot,0,,0,0,,,,0,,,ccamo_sf_03,275,0,LootDrop1,
3672,8292,charactercamo,LOOT_DEC_CCAMO_14,ccamo_dec_special_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DAC,,,loot,0,,0,0,,,,1,,,ccamo_sf_04,460,0,LootDrop1,
3693,8313,charactercamo,LOOT_DEC_CCAMO_19,ccamo_dec_special_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100457B,,,loot,0,,0,0,,,,3,,,ccamo_sf_05,2150,0,LootDrop1,
3673,8293,charactercamo,LOOT_DEC_CCAMO_15,ccamo_dec_warfighter_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DAD,,,loot,0,,0,0,,,,1,,,ccamo_warfighter,460,0,LootDrop1,
3694,8314,charactercamo,LOOT_DEC_CCAMO_20,ccamo_dec_bayonet_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100457C,,,loot,0,,0,0,,,,3,,,ccamo_xmlar,2150,0,LootDrop1,
3699,8319,emblem,LOOT_DEC_EM_01,em_dec_accolade_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005901,,,loot,0,,0,0,,,,0,,,em_st_accolade_01,165,0,LootDrop1,
3700,8320,emblem,LOOT_DEC_EM_02,em_dec_accolade_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005902,,,loot,0,,0,0,,,,0,,,em_st_accolade_02,165,0,LootDrop1,
3701,8321,emblem,LOOT_DEC_EM_03,em_dec_accolade_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005903,,,loot,0,,0,0,,,,0,,,em_st_accolade_03,165,0,LootDrop1,
3773,8393,emblem,LOOT_DEC_EM_29,em_dec_accolade_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CE9,,,loot,0,,0,0,,,,1,,,em_st_accolade_04,275,0,LootDrop1,
3774,8394,emblem,LOOT_DEC_EM_30,em_dec_accolade_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CEA,,,loot,0,,0,0,,,,1,,,em_st_accolade_05,275,0,LootDrop1,
3837,8457,emblem,LOOT_DEC_EM_49,em_dec_accolade_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060D1,,,loot,0,,0,0,,,,2,,,em_st_accolade_06,775,0,LootDrop1,
3859,8479,emblem,LOOT_DEC_EM_58,em_dec_accolade_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064B9,,,loot,0,,0,0,,,,3,,,em_st_accolade_07,1300,0,LootDrop1,
4286,8906,emblem,LOOT_DEC_EM_REWARD_01,em_dec_accolade_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C682,,,reward,0,,0,0,,,,0,,,em_st_reward_accolade,3950,0,LootDrop1,
3702,8322,emblem,LOOT_DEC_EM_04,em_dec_arrowhead_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005904,,,loot,0,,0,0,,,,0,,,em_st_arrowhead_01,165,0,LootDrop1,
3703,8323,emblem,LOOT_DEC_EM_05,em_dec_arrowhead_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005905,,,loot,0,,0,0,,,,0,,,em_st_arrowhead_02,165,0,LootDrop1,
3704,8324,emblem,LOOT_DEC_EM_06,em_dec_arrowhead_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005906,,,loot,0,,0,0,,,,0,,,em_st_arrowhead_03,165,0,LootDrop1,
3775,8395,emblem,LOOT_DEC_EM_31,em_dec_arrowhead_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CEB,,,loot,0,,0,0,,,,1,,,em_st_arrowhead_04,275,0,LootDrop1,
3776,8396,emblem,LOOT_DEC_EM_32,em_dec_arrowhead_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CEC,,,loot,0,,0,0,,,,1,,,em_st_arrowhead_05,275,0,LootDrop1,
3838,8458,emblem,LOOT_DEC_EM_50,em_dec_arrowhead_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060D2,,,loot,0,,0,0,,,,2,,,em_st_arrowhead_06,775,0,LootDrop1,
3860,8480,emblem,LOOT_DEC_EM_59,em_dec_arrowhead_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064BA,,,loot,0,,0,0,,,,3,,,em_st_arrowhead_07,1300,0,LootDrop1,
4288,8908,emblem,LOOT_DEC_EM_REWARD_02,em_dec_arrowhead_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C684,,,reward,0,,0,0,,,,0,,,em_st_reward_arrowhead,3950,0,LootDrop1,
3861,8481,emblem,LOOT_DEC_EM_60,em_dec_assassin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064BB,,,loot,0,,0,0,,,,3,,,em_st_assassin_01,1300,0,LootDrop1,
3705,8325,emblem,LOOT_DEC_EM_07,em_dec_battle_worn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005907,,,loot,0,,0,0,,,,0,,,em_st_battle_worn_01,165,0,LootDrop1,
3706,8326,emblem,LOOT_DEC_EM_08,em_dec_champion_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005908,,,loot,0,,0,0,,,,0,,,em_st_champion_01,165,0,LootDrop1,
3707,8327,emblem,LOOT_DEC_EM_09,em_dec_champion_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005909,,,loot,0,,0,0,,,,0,,,em_st_champion_02,165,0,LootDrop1,
3708,8328,emblem,LOOT_DEC_EM_10,em_dec_champion_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100590A,,,loot,0,,0,0,,,,0,,,em_st_champion_03,165,0,LootDrop1,
3777,8397,emblem,LOOT_DEC_EM_33,em_dec_champion_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CED,,,loot,0,,0,0,,,,1,,,em_st_champion_04,275,0,LootDrop1,
3778,8398,emblem,LOOT_DEC_EM_34,em_dec_champion_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CEE,,,loot,0,,0,0,,,,1,,,em_st_champion_05,275,0,LootDrop1,
3839,8459,emblem,LOOT_DEC_EM_51,em_dec_champion_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060D3,,,loot,0,,0,0,,,,2,,,em_st_champion_06,775,0,LootDrop1,
3862,8482,emblem,LOOT_DEC_EM_61,em_dec_champion_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064BC,,,loot,0,,0,0,,,,3,,,em_st_champion_07,1300,0,LootDrop1,
4289,8909,emblem,LOOT_DEC_EM_REWARD_03,em_dec_champion_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C685,,,reward,0,,0,0,,,,0,,,em_st_reward_champion,3950,0,LootDrop1,
3779,8399,emblem,LOOT_DEC_EM_35,em_dec_cliffhanger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CEF,,,loot,0,,0,0,,,,0,,,em_st_cliffhanger_01,165,0,LootDrop1,
3709,8329,emblem,LOOT_DEC_EM_11,em_dec_commander_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100590B,,,loot,0,,0,0,,,,0,,,em_st_commander_01,165,0,LootDrop1,
3710,8330,emblem,LOOT_DEC_EM_12,em_dec_commander_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100590C,,,loot,0,,0,0,,,,0,,,em_st_commander_02,165,0,LootDrop1,
3711,8331,emblem,LOOT_DEC_EM_13,em_dec_commander_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100590D,,,loot,0,,0,0,,,,0,,,em_st_commander_03,165,0,LootDrop1,
3780,8400,emblem,LOOT_DEC_EM_36,em_dec_commander_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CF0,,,loot,0,,0,0,,,,1,,,em_st_commander_04,275,0,LootDrop1,
3781,8401,emblem,LOOT_DEC_EM_37,em_dec_commander_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005CF1,,,loot,0,,0,0,,,,1,,,em_st_commander_05,275,0,LootDrop1,
3840,8460,emblem,LOOT_DEC_EM_52,em_dec_commander_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060D4,,,loot,0,,0,0,,,,2,,,em_st_commander_06,775,0,LootDrop1,
3863,8483,emblem,LOOT_DEC_EM_62,em_dec_commander_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064BD,,,loot,0,,0,0,,,,3,,,em_st_commander_07,1300,0,LootDrop1,
4290,8910,emblem,LOOT_DEC_EM_REWARD_04,em_dec_commander_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C686,,,reward,0,,0,0,,,,0,,,em_st_reward_commander,3950,0,LootDrop1,
