col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_daily_12,CHALLENGE_DAILY,CHALLENGE_DAILY_12_DESC,,1,daily_challenges,0,,,,20,2000,,,,,,,,,,,,,,,,,1714,,,,,,,,,,,,,,,,2,,,,
ch_daily_13,CHALLENGE_DAILY,CHALLENGE_DAILY_13_DESC,,1,daily_challenges,0,,,,5,2000,,,,,,,,,,,,,,,,,1715,,,,,,,,,,,,,,,,2,,,,
ch_daily_14,CHALLENGE_DAILY,CHALLENGE_DAILY_14_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1716,,,,,,,,,,,,,,,,2,,,,
ch_daily_15,CHALLENGE_DAILY,CHALLENGE_DAILY_15_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,,,2,,,,
ch_daily_16,CHALLENGE_DAILY,CHALLENGE_DAILY_16_DESC,,1,daily_challenges,0,,,,1,2000,,,,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,,,2,,,,
ch_daily_17,CHALLENGE_DAILY,CHALLENGE_DAILY_17_DESC,,1,daily_challenges,0,,,,1,2000,,,,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,,,2,,,,
ch_daily_18,CHALLENGE_DAILY,CHALLENGE_DAILY_18_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1720,,,,,,,,,,,,,,,,2,,,,
ch_daily_19,CHALLENGE_DAILY,CHALLENGE_DAILY_19_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,2,,,,
ch_daily_20,CHALLENGE_DAILY,CHALLENGE_DAILY_20_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,,,2,,,,
ch_daily_21,CHALLENGE_DAILY,CHALLENGE_DAILY_21_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1723,,,,,,,,,,,,,,,,2,,,,
ch_daily_22,CHALLENGE_DAILY,CHALLENGE_DAILY_22_DESC,,1,daily_challenges,0,,,,1,2000,,,,,,,,,,,,,,,,,1724,,,,,,,,,,,,,,,,2,,,,
ch_daily_23,CHALLENGE_DAILY,CHALLENGE_DAILY_23_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1725,,,,,,,,,,,,,,,,2,,,,
ch_daily_24,CHALLENGE_DAILY,CHALLENGE_DAILY_24_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1726,,,,,,,,,,,,,,,,2,,,,
ch_daily_25,CHALLENGE_DAILY,CHALLENGE_DAILY_25_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1727,,,,,,,,,,,,,,,,2,,,,
ch_daily_26,CHALLENGE_DAILY,CHALLENGE_DAILY_26_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1728,,,,,,,,,,,,,,,,2,,,,
ch_daily_27,CHALLENGE_DAILY,CHALLENGE_DAILY_27_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1729,,,,,,,,,,,,,,,,2,,,,
ch_daily_28,CHALLENGE_DAILY,CHALLENGE_DAILY_28_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1730,,,,,,,,,,,,,,,,2,,,,
ch_daily_29,CHALLENGE_DAILY,CHALLENGE_DAILY_29_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1731,,,,,,,,,,,,,,,,2,,,,
ch_daily_30,CHALLENGE_DAILY,CHALLENGE_DAILY_30_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1732,,,,,,,,,,,,,,,,2,,,,
ch_daily_31,CHALLENGE_DAILY,CHALLENGE_DAILY_31_DESC,,1,daily_challenges,0,,,,15,2000,,,,,,,,,,,,,,,,,1733,,,,,,,,,,,,,,,,2,,,,
ch_daily_32,CHALLENGE_DAILY,CHALLENGE_DAILY_32_DESC,,1,daily_challenges,0,,,,1,2000,,,,,,,,,,,,,,,,,1734,,,,,,,,,,,,,,,,2,,,,
ch_daily_33,CHALLENGE_DAILY,CHALLENGE_DAILY_33_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1735,,,,,,,,,,,,,,,,2,,,,
ch_daily_34,CHALLENGE_DAILY,CHALLENGE_DAILY_34_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1736,,,,,,,,,,,,,,,,2,,,,
ch_daily_35,CHALLENGE_DAILY,CHALLENGE_DAILY_35_DESC,,1,daily_challenges,0,,,,1,2000,,,,,,,,,,,,,,,,,1737,,,,,,,,,,,,,,,,2,,,,
ch_daily_36,CHALLENGE_DAILY,CHALLENGE_DAILY_36_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1738,,,,,,,,,,,,,,,,2,,,,
ch_daily_37,CHALLENGE_DAILY,CHALLENGE_DAILY_37_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1739,,,,,,,,,,,,,,,,2,,,,
ch_daily_38,CHALLENGE_DAILY,CHALLENGE_DAILY_38_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1740,,,,,,,,,,,,,,,,2,,,,
ch_daily_39,CHALLENGE_DAILY,CHALLENGE_DAILY_39_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1741,,,,,,,,,,,,,,,,2,,,,
ch_daily_40,CHALLENGE_DAILY,CHALLENGE_DAILY_40_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1742,,,,,,,,,,,,,,,,2,,,,
ch_daily_41,CHALLENGE_DAILY,CHALLENGE_DAILY_41_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1743,,,,,,,,,,,,,,,,2,,,,
ch_daily_42,CHALLENGE_DAILY,CHALLENGE_DAILY_42_DESC,,1,daily_challenges,0,,,,5,2000,,,,,,,,,,,,,,,,,1744,,,,,,,,,,,,,,,,2,,,,
ch_daily_43,CHALLENGE_DAILY,CHALLENGE_DAILY_43_DESC,,1,daily_challenges,0,,,,3,2000,,,,,,,,,,,,,,,,,1745,,,,,,,,,,,,,,,,2,,,,
ch_daily_44,CHALLENGE_DAILY,CHALLENGE_DAILY_44_DESC,,1,daily_challenges,0,,,,15,2000,,,,,,,,,,,,,,,,,1746,,,,,,,,,,,,,,,,2,,,,
ch_daily_45,CHALLENGE_DAILY,CHALLENGE_DAILY_45_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1747,,,,,,,,,,,,,,,,2,,,,
ch_prestige,CHALLENGE_PRESTIGE,CHALLENGE_PRESTIGE_DESC,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8000,,,,,,,,,,,,,,,,,,,,
ch_prestige_max,CHALLENGE_PRESTIGE_MAX,CHALLENGE_PRESTIGE_MAX_DESC,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8001,,,,,,,,,,,,,,,,,,,,
ch_prestige2,CHALLENGE_PRESTIGE,CHALLENGE_PRESTIGE_DESC,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8002,,,,,,,,,,,,,,,,1,,,,
ch_prestige2_ex,,,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8003,,,,,,,,,,,,,,,,1,,,,
ch_prestige_max2,CHALLENGE_PRESTIGE_MAX2,CHALLENGE_PRESTIGE_MAX2_DESC,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8004,,,,,,,,,,,,,,,,1,,,,
ch_prestige2_tokens,CHALLENGE_PRESTIGE,CHALLENGE_PRESTIGE_DESC,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8005,,,,,,,,,,,,,,,,1,,,,
ch_prestige2_ex_tokens,,,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8006,,,,,,,,,,,,,,,,1,,,,
ch_rank_csd,,,,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,8007,,,,,,,,,,,,,,,,1,,,,
ch_sp_mp_unlock,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,9000,,,,,,,,,,,,,,,,,,,,
ch_coop_mp_unlock,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,9001,,,,,,,,,,,,,,,,,,,,
ch_seasonpass_dlc1_unlock,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10000,,,,,,,,,,,,,,,,1,,,,
ch_seasonpass_dlc2_unlock,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10001,,,,,,,,,,,,,,,,1,,,,
ch_csd,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,11000,,,,,,,,,,,,,,,,1,,,,
ch_null,,,NULL,1,null,0,,,,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,9999,,,,,,,,,,,,,,,,,,,,
