model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel,
head_a_habhab_usmc_desert_smg_mp,head,2,2,0,,head_a_habhab_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_a_habhab_usmc_desert_sniper_mp,head,2,2,0,,head_a_habhab_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_sas_ct_assault_mp,head,3,3,0,,head_a_turnage_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_a_turnage_sas_woodland_assault_mp,head,3,3,0,,head_a_turnage_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_assault_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_assault_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_a_turnage_usmc_desert_assault_mp,head,3,3,0,,head_a_turnage_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_a_turnage_arab_desert_assault_mp,head,3,3,0,,head_a_turnage_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_a_turnage_arab_desert_lmg_mp,head,3,3,0,,head_a_turnage_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_arab_desert_shotgun_mp,head,3,3,0,,head_a_turnage_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_arab_desert_smg_mp,head,3,3,0,,head_a_turnage_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_a_turnage_arab_desert_sniper_mp,head,3,3,0,,head_a_turnage_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_sas_ct_lmg_mp,head,3,3,0,,head_a_turnage_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_sas_ct_shotgun_mp,head,3,3,0,,head_a_turnage_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_sas_ct_smg_mp,head,3,3,0,,head_a_turnage_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop1,
head_a_turnage_sas_ct_sniper_mp_copy,head,3,3,0,,head_a_turnage_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_sas_woodland_lmg_mp,head,3,3,0,,head_a_turnage_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_sas_woodland_shotgun_mp,head,3,3,0,,head_a_turnage_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_sas_woodland_smg_mp,head,3,3,0,,head_a_turnage_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop1,
head_a_turnage_sas_woodland_sniper_mp,head,3,3,0,,head_a_turnage_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_urban_sniper_mp,head,3,3,0,,head_a_turnage_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_lmg_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_lmg_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_shotgun_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_shotgun_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_smg_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_smg_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop1,
head_a_turnage_spetsnaz_woodland_sniper_mp,head,3,3,0,,head_a_turnage_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop1,
head_a_turnage_usmc_desert_lmg_mp,head,3,3,0,,head_a_turnage_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop1,
head_a_turnage_usmc_desert_shotgun_mp,head,3,3,0,,head_a_turnage_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop1,
head_a_turnage_usmc_desert_smg_mp,head,3,3,0,,head_a_turnage_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_a_turnage_usmc_desert_sniper_mp,head,3,3,0,,head_a_turnage_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_b_barth_sas_ct_assault_mp,head,4,4,0,,head_b_barth_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_b_barth_sas_woodland_assault_mp,head,4,4,0,,head_b_barth_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_assault_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_assault_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_b_barth_usmc_desert_assault_mp,head,4,4,0,,head_b_barth_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_b_barth_arab_desert_assault_mp,head,4,4,0,,head_b_barth_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_b_barth_arab_desert_lmg_mp,head,4,4,0,,head_b_barth_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_b_barth_arab_desert_shotgun_mp,head,4,4,0,,head_b_barth_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_arab_desert_smg_mp,head,4,4,0,,head_b_barth_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_b_barth_arab_desert_sniper_mp,head,4,4,0,,head_b_barth_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_b_barth_sas_ct_lmg_mp,head,4,4,0,,head_b_barth_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
head_b_barth_sas_ct_shotgun_mp,head,4,4,0,,head_b_barth_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_sas_ct_smg_mp,head,4,4,0,,head_b_barth_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop1,
head_b_barth_sas_ct_sniper_mp,head,4,4,0,,head_b_barth_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop1,
head_b_barth_sas_woodland_lmg_mp,head,4,4,0,,head_b_barth_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop1,
head_b_barth_sas_woodland_shotgun_mp,head,4,4,0,,head_b_barth_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_sas_woodland_smg_mp,head,4,4,0,,head_b_barth_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop1,
head_b_barth_sas_woodland_sniper_mp,head,4,4,0,,head_b_barth_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_urban_sniper_mp,head,4,4,0,,head_b_barth_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_lmg_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_lmg_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_shotgun_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_shotgun_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_smg_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_smg_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop1,
head_b_barth_spetsnaz_woodland_sniper_mp,head,4,4,0,,head_b_barth_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop1,
head_b_barth_usmc_desert_lmg_mp,head,4,4,0,,head_b_barth_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop1,
head_b_barth_usmc_desert_shotgun_mp,head,4,4,0,,head_b_barth_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop1,
head_b_barth_usmc_desert_smg_mp,head,4,4,0,,head_b_barth_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_b_barth_usmc_desert_sniper_mp,head,4,4,0,,head_b_barth_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_sas_ct_assault_mp,head,5,5,0,,head_c_joyce_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_c_joyce_sas_woodland_assault_mp,head,5,5,0,,head_c_joyce_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_assault_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_assault_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_c_joyce_usmc_desert_assault_mp,head,5,5,0,,head_c_joyce_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_c_joyce_arab_desert_assault_mp,head,5,5,0,,head_c_joyce_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_c_joyce_arab_desert_lmg_mp,head,5,5,0,,head_c_joyce_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_arab_desert_shotgun_mp,head,5,5,0,,head_c_joyce_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_arab_desert_smg_mp,head,5,5,0,,head_c_joyce_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_c_joyce_arab_desert_sniper_mp,head,5,5,0,,head_c_joyce_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_sas_ct_lmg_mp,head,5,5,0,,head_c_joyce_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_sas_ct_shotgun_mp,head,5,5,0,,head_c_joyce_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_sas_ct_smg_mp,head,5,5,0,,head_c_joyce_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop1,
head_c_joyce_sas_ct_sniper_mp,head,5,5,0,,head_c_joyce_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_sas_woodland_lmg_mp,head,5,5,0,,head_c_joyce_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_sas_woodland_shotgun_mp,head,5,5,0,,head_c_joyce_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_sas_woodland_smg_mp,head,5,5,0,,head_c_joyce_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop1,
head_c_joyce_sas_woodland_sniper_mp,head,5,5,0,,head_c_joyce_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_urban_sniper_mp,head,5,5,0,,head_c_joyce_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_lmg_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_lmg_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_shotgun_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_shotgun_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_smg_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_smg_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop1,
head_c_joyce_spetsnaz_woodland_sniper_mp,head,5,5,0,,head_c_joyce_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop1,
head_c_joyce_usmc_desert_lmg_mp,head,5,5,0,,head_c_joyce_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop1,
head_c_joyce_usmc_desert_shotgun_mp,head,5,5,0,,head_c_joyce_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop1,
head_c_joyce_usmc_desert_smg_mp,head,5,5,0,,head_c_joyce_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_c_joyce_usmc_desert_sniper_mp,head,5,5,0,,head_c_joyce_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_sas_ct_assault_mp,head,6,6,0,,head_m_tabassomi_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_sas_woodland_assault_mp,head,6,6,0,,head_m_tabassomi_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_assault_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_assault_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_usmc_desert_assault_mp,head,6,6,0,,head_m_tabassomi_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_arab_desert_assault_mp,head,6,6,0,,head_m_tabassomi_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_m_tabassomi_arab_desert_lmg_mp,head,6,6,0,,head_m_tabassomi_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_arab_desert_shotgun_mp,head,6,6,0,,head_m_tabassomi_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_arab_desert_smg_mp,head,6,6,0,,head_m_tabassomi_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_arab_desert_sniper_mp,head,6,6,0,,head_m_tabassomi_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_sas_ct_lmg_mp,head,6,6,0,,head_m_tabassomi_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_sas_ct_shotgun_mp,head,6,6,0,,head_m_tabassomi_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_sas_ct_smg_mp,head,6,6,0,,head_m_tabassomi_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_sas_ct_sniper_mp,head,6,6,0,,head_m_tabassomi_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_sas_woodland_lmg_mp,head,6,6,0,,head_m_tabassomi_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_sas_woodland_shotgun_mp,head,6,6,0,,head_m_tabassomi_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_sas_woodland_smg_mp,head,6,6,0,,head_m_tabassomi_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_sas_woodland_sniper_mp,head,6,6,0,,head_m_tabassomi_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_urban_sniper_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_lmg_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_lmg_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_shotgun_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_shotgun_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_smg_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_smg_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_spetsnaz_woodland_sniper_mp,head,6,6,0,,head_m_tabassomi_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop1,
head_m_tabassomi_usmc_desert_lmg_mp,head,6,6,0,,head_m_tabassomi_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop1,
head_m_tabassomi_usmc_desert_shotgun_mp,head,6,6,0,,head_m_tabassomi_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop1,
head_m_tabassomi_usmc_desert_smg_mp,head,6,6,0,,head_m_tabassomi_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_m_tabassomi_usmc_desert_sniper_mp,head,6,6,0,,head_m_tabassomi_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_sas_ct_assault_mp,head,7,7,0,,head_o_manoukina_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_sas_woodland_assault_mp,head,7,7,0,,head_o_manoukina_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_assault_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_assault_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_usmc_desert_assault_mp,head,7,7,0,,head_o_manoukina_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_arab_desert_assault_mp,head,7,7,0,,head_o_manoukina_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_o_manoukina_arab_desert_lmg_mp,head,7,7,0,,head_o_manoukina_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_arab_desert_shotgun_mp,head,7,7,0,,head_o_manoukina_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_arab_desert_smg_mp,head,7,7,0,,head_o_manoukina_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_arab_desert_sniper_mp,head,7,7,0,,head_o_manoukina_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_sas_ct_lmg_mp,head,7,7,0,,head_o_manoukina_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_sas_ct_shotgun_mp,head,7,7,0,,head_o_manoukina_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_sas_ct_smg_mp,head,7,7,0,,head_o_manoukina_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_sas_ct_sniper_mp,head,7,7,0,,head_o_manoukina_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_sas_woodland_lmg_mp,head,7,7,0,,head_o_manoukina_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_sas_woodland_shotgun_mp,head,7,7,0,,head_o_manoukina_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_sas_woodland_smg_mp,head,7,7,0,,head_o_manoukina_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_sas_woodland_sniper_mp,head,7,7,0,,head_o_manoukina_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_urban_sniper_mp,head,7,7,0,,head_o_manoukina_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_lmg_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_lmg_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_shotgun_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_shotgun_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_smg_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_smg_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_spetsnaz_woodland_sniper_mp,head,7,7,0,,head_o_manoukina_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop1,
head_o_manoukina_usmc_desert_lmg_mp,head,7,7,0,,head_o_manoukina_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop1,
head_o_manoukina_usmc_desert_shotgun_mp,head,7,7,0,,head_o_manoukina_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop1,
head_o_manoukina_usmc_desert_smg_mp,head,7,7,0,,head_o_manoukina_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop1,
head_o_manoukina_usmc_desert_sniper_mp,head,7,7,0,,head_o_manoukina_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop1,
head_p_albrechtsen_sas_ct_assault_mp,head,8,8,0,,head_p_albrechtsen_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_sas_woodland_assault_mp,head,8,8,0,,head_p_albrechtsen_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_spetsnaz_woodland_assault_mp,head,8,8,0,,head_p_albrechtsen_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_spetsnaz_woodland_assault_mp,head,8,8,0,,head_p_albrechtsen_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_usmc_desert_assault_mp,head,8,8,0,,head_p_albrechtsen_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_arab_desert_assault_mp,head,8,8,0,,head_p_albrechtsen_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop1,
head_p_albrechtsen_arab_desert_lmg_mp,head,8,8,0,,head_p_albrechtsen_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop1,
head_p_albrechtsen_arab_desert_shotgun_mp,head,8,8,0,,head_p_albrechtsen_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop1,
head_p_albrechtsen_arab_desert_smg_mp,head,8,8,0,,head_p_albrechtsen_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop1,
head_p_albrechtsen_arab_desert_sniper_mp,head,8,8,0,,head_p_albrechtsen_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop1,
head_p_albrechtsen_sas_ct_lmg_mp,head,8,8,0,,head_p_albrechtsen_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop1,
